Unique Key,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Community Board,Borough,Park Borough
26984941,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10306,267 LOCUST AVENUE,LOCUST AVENUE,EDISON STREET,CLAWSON STREET,,,ADDRESS,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984957,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11233,765 MAC DONOUGH STREET,MAC DONOUGH STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,,,ADDRESS,BROOKLYN,N/A,Closed,16 BROOKLYN,BROOKLYN,BROOKLYN
26984989,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,752 WEST END AVENUE,WEST END AVENUE,WEST 96 STREET,WEST 97 STREET,,,ADDRESS,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26985041,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,559 WEST 191 STREET,WEST 191 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985052,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11377,58-22 43 AVENUE,43 AVENUE,58 STREET,60 STREET,,,ADDRESS,Woodside,N/A,Closed,02 QUEENS,QUEENS,QUEENS
26985062,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10029,114 EAST 102 STREET,EAST 102 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26985086,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,787 EAST 46 STREET,EAST 46 STREET,CLARENDON ROAD,AVENUE D,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985090,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,135 ALBANY AVENUE,ALBANY AVENUE,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,N/A,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26985091,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,2070 ARTHUR AVENUE,ARTHUR AVENUE,EAST 179 STREET,EAST 180 STREET,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26985095,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,9 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985101,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212,210 LOTT AVENUE,LOTT AVENUE,OSBORN STREET,WATKINS STREET,,,ADDRESS,BROOKLYN,N/A,Closed,16 BROOKLYN,BROOKLYN,BROOKLYN
26985113,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26986119,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10451,287 EAST 162 STREET,EAST 162 STREET,MORRIS AVENUE,TELLER AVENUE,,,ADDRESS,BRONX,N/A,Closed,04 BRONX,BRONX,BRONX
26986124,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,10458,2330 CROTONA AVENUE,CROTONA AVENUE,EAST 183 STREET,EAST 187 STREET,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26986142,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11229,2132 OCEAN AVENUE,OCEAN AVENUE,KINGS HIGHWAY,QUENTIN ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26986150,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,255 EAST 18 STREET,EAST 18 STREET,ALBEMARLE ROAD,BEVERLY ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26986163,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,545 WEST 141 STREET,WEST 141 STREET,HAMILTON PLACE,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26986184,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10474,889 HUNTS POINT AVENUE,HUNTS POINT AVENUE,SENECA AVENUE,GARRISON AVENUE,,,ADDRESS,BRONX,N/A,Closed,02 BRONX,BRONX,BRONX
26986193,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11204,7402 BAY PARKWAY,BAY PARKWAY,74 STREET,BAY RIDGE PARKWAY,,,ADDRESS,BROOKLYN,N/A,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26986198,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11233,180 HULL STREET,HULL STREET,MOTHER GASTON BOULEVARD,BROADWAY,,,ADDRESS,BROOKLYN,N/A,Closed,16 BROOKLYN,BROOKLYN,BROOKLYN
26986222,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,2074 WALLACE AVENUE,WALLACE AVENUE,BRADY AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26986224,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,65 JESUP PLACE,JESUP PLACE,JESUP AVENUE,SHAKESPEARE AVENUE,,,ADDRESS,BRONX,N/A,Closed,04 BRONX,BRONX,BRONX
26986228,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,19 DONGAN PLACE,DONGAN PLACE,BROADWAY,BEND,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986232,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,209 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST 183 STREET,WEST 184 STREET,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986236,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10014,176 WEST HOUSTON STREET,WEST HOUSTON STREET,AVENUE OF THE AMERICAS,BEND,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26986240,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2685 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST KINGSBRIDGE ROAD,EAMES PLACE,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26986253,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10030,203 WEST 138 STREET,WEST 138 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26986254,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11372,37-35 85 STREET,85 STREET,37 AVENUE,FORLEY STREET,,,ADDRESS,Jackson Heights,N/A,Closed,03 QUEENS,QUEENS,QUEENS
26986255,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,461 WEST 159 STREET,WEST 159 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986261,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10039,205 WEST 147 STREET,WEST 147 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26986350,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10455,810 EAST 152 STREET,EAST 152 STREET,TINTON AVENUE,UNION AVENUE,,,ADDRESS,BRONX,N/A,Open,01 BRONX,BRONX,BRONX
26985267,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10451,280 EAST 161 STREET,EAST 161 STREET,MORRIS AVENUE,PARK AVENUE,,,ADDRESS,BRONX,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26985360,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10458,2415 PROSPECT AVENUE,PROSPECT AVENUE,EAST 187 STREET,DEAD END,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26985367,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,FOSTER AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985377,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,306 WEST 94 STREET,WEST 94 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26985387,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11211,370 HOOPER STREET,HOOPER STREET,SOUTH 3 STREET,SOUTH 2 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26985410,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2380 CRESTON AVENUE,CRESTON AVENUE,EAST 184 STREET,EAST 188 STREET,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26985427,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2552 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST 190 STREET,WEST 192 STREET,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26985433,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,2100 ANTHONY AVENUE,ANTHONY AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26985435,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11233,488A CHAUNCEY STREET,CHAUNCEY STREET,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,16 BROOKLYN,BROOKLYN,BROOKLYN
26985447,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,600 VAN NEST AVENUE,VAN NEST AVENUE,GARFIELD STREET,FILLMORE STREET,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26985457,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11237,355 STOCKHOLM STREET,STOCKHOLM STREET,WYCKOFF AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,04 BROOKLYN,BROOKLYN,BROOKLYN
26985466,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11201,284 ATLANTIC AVENUE,ATLANTIC AVENUE,BOERUM PLACE,SMITH STREET,,,ADDRESS,BROOKLYN,N/A,Closed,02 BROOKLYN,BROOKLYN,BROOKLYN
26985479,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10030,104 WEST 144 STREET,WEST 144 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26985483,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,1079 HALL PLACE,HALL PLACE,EAST 165 STREET,EAST 167 STREET,,,ADDRESS,BRONX,N/A,Closed,02 BRONX,BRONX,BRONX
26985486,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11415,83-43 118 STREET,118 STREET,83 AVENUE,CURZON ROAD,,,ADDRESS,Kew Gardens,N/A,Closed,09 QUEENS,QUEENS,QUEENS
26985492,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11372,35-38 94 STREET,94 STREET,35 AVENUE,37 AVENUE,,,ADDRESS,Jackson Heights,N/A,Closed,03 QUEENS,QUEENS,QUEENS
26985495,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,346 EAST 29 STREET,EAST 29 STREET,CLARENDON ROAD,AVENUE D,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985501,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,22 EAST 29 STREET,EAST 29 STREET,ALBEMARLE ROAD,TILDEN AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985502,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11204,1980 65 STREET,65 STREET,19 AVENUE,20 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26985504,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,122 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,NEW YORK,N/A,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
26985514,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,120 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,NEW YORK,N/A,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
26985515,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11216,77 HALSEY STREET,HALSEY STREET,ARLINGTON PLACE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,03 BROOKLYN,BROOKLYN,BROOKLYN
26986468,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10002,621 WATER STREET,WATER STREET,GOUVERNEUR SLIP WEST,GOUVERNEUR STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26986545,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11374,63-45 SAUNDERS STREET,SAUNDERS STREET,63 AVENUE,63 DRIVE,,,ADDRESS,Rego Park,N/A,Closed,06 QUEENS,QUEENS,QUEENS
26986575,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11368,104-20 46 AVENUE,46 AVENUE,104 STREET,108 STREET,,,ADDRESS,Corona,N/A,Closed,04 QUEENS,QUEENS,QUEENS
26986577,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11210,3210 AVENUE H,AVENUE H,EAST 32 STREET,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26986587,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11237,391 WOODBINE STREET,WOODBINE STREET,IRVING AVENUE,RIDGEWOOD PLACE,,,ADDRESS,BROOKLYN,N/A,Closed,04 BROOKLYN,BROOKLYN,BROOKLYN
26986593,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,17 ARDEN STREET,ARDEN STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986603,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11237,1402 PUTNAM AVENUE,PUTNAM AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,04 BROOKLYN,BROOKLYN,BROOKLYN
26986651,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11230,964 OCEAN PARKWAY,OCEAN PARKWAY,BAY PARKWAY,AVENUE J,,,ADDRESS,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26986652,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,4254 CARPENTER AVENUE,CARPENTER AVENUE,EAST 235 STREET,EAST 236 STREET,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26986656,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,995 EASTERN PARKWAY,EASTERN PARKWAY,TROY AVENUE,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26986660,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11229,2016 EAST 23 STREET,EAST 23 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26986674,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,2091 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 163 STREET,WEST 164 STREET,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985636,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11225,170 HAWTHORNE STREET,HAWTHORNE STREET,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,09 BROOKLYN,BROOKLYN,BROOKLYN
26985666,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10027,2235 FREDERICK DOUGLAS BOULEVARD,FREDERICK DOUGLAS BOULEVARD,WEST 120 STREET,WEST 121 STREET,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26985711,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10469,2524 HERING AVENUE,HERING AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26985713,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,11229,2000 KINGS HIGHWAY,KINGS HIGHWAY,OCEAN AVENUE,AVENUE P,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26985717,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,10304,260 PARKHILL AVENUE,PARKHILL AVENUE,SOBEL COURT,PALMA DRIVE,,,ADDRESS,STATEN ISLAND,N/A,Closed,01 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26985764,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11378,58-39 71 STREET,71 STREET,58 ROAD,CALDWELL AVENUE,,,ADDRESS,Maspeth,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26985769,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,847 EAST 220 STREET,EAST 220 STREET,BARNES AVENUE,BRONXWOOD AVENUE,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26985770,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10022,1069 1 AVENUE,1 AVENUE,EAST 58 STREET,EAST 59 STREET,,,ADDRESS,NEW YORK,N/A,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26985771,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3810 BAILEY AVENUE,BAILEY AVENUE,WEST 238 STREET,BEND,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26985782,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11214,1485 SHORE PARKWAY,SHORE PARKWAY,20 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26985789,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,11 JACOBUS PLACE,JACOBUS PLACE,WEST 225 STREET,FT CHARLES PLACE,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26985791,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,350 EAST 19 STREET,EAST 19 STREET,CORTELYOU ROAD,DORCHESTER ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26985793,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,712 WEST 176 STREET,WEST 176 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985794,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11214,1485 SHORE PARKWAY,SHORE PARKWAY,20 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26985807,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11209,1 74 STREET,74 STREET,SHORE ROAD,NARROWS AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26985825,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10451,750 GRAND CONCOURSE,GRAND CONCOURSE,EAST 153 STREET,EAST 156 STREET,,,ADDRESS,BRONX,N/A,Closed,04 BRONX,BRONX,BRONX
26985835,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11354,147-37 ROOSEVELT AVENUE,ROOSEVELT AVENUE,147 STREET,149 STREET,,,ADDRESS,Flushing,N/A,Closed,07 QUEENS,QUEENS,QUEENS
26985836,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2800 BRONX PARK EAST,BRONX PARK EAST,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26985839,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26985855,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11233,213 RALPH AVENUE,RALPH AVENUE,DECATUR STREET,BAINBRIDGE STREET,,,ADDRESS,BROOKLYN,N/A,Closed,03 BROOKLYN,BROOKLYN,BROOKLYN
26985866,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11372,35-41 94 STREET,94 STREET,35 AVENUE,37 AVENUE,,,ADDRESS,Jackson Heights,N/A,Closed,03 QUEENS,QUEENS,QUEENS
26985878,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,4300 BROADWAY,BROADWAY,WADSWORTH AVENUE,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985882,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,1392 STERLING PLACE,STERLING PLACE,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26985883,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,1255 LONGFELLOW AVENUE,LONGFELLOW AVENUE,WEST FARMS ROAD,FREEMAN STREET,,,ADDRESS,BRONX,N/A,Closed,03 BRONX,BRONX,BRONX
26979263,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,1576 TAYLOR AVENUE,TAYLOR AVENUE,GUERLAIN STREET,EAST TREMONT AVENUE,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
26979313,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,44 EAST 208 STREET,EAST 208 STREET,DEKALB AVENUE,KOSSUTH AVENUE,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26986068,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10032,79 AUDUBON AVENUE,AUDUBON AVENUE,WEST 169 STREET,WEST 170 STREET,,,ADDRESS,NEW YORK,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26986097,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26986099,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11208,127 MC KINLEY AVENUE,MC KINLEY AVENUE,CRESCENT STREET,AUTUMN AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26986149,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212,35 EAST 95 STREET,EAST 95 STREET,EAST NEW YORK AVENUE,RUTLAND ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26986181,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11418,87-10 104 STREET,104 STREET,87 AVENUE,88 AVENUE,,,ADDRESS,Richmond Hill,N/A,Closed,09 QUEENS,QUEENS,QUEENS
26986187,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,45 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
