Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26985625,12/25/2013 12:00:00 AM,03/02/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10035,32 EAST 129 STREET,EAST 129 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,03/02/2014 12:00:00 AM,11 MANHATTAN,MANHATTAN,1001089,233816,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80843070547596,-73.9391720161948,"(40.80843070547596, -73.9391720161948)"
26985662,12/25/2013 12:00:00 AM,01/05/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,01/05/2014 12:00:00 AM,08 MANHATTAN,MANHATTAN,994945,220379,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77155932959356,-73.9613875487246,"(40.77155932959356, -73.9613875487246)"
26984151,12/25/2013 12:00:00 AM,01/13/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11691,7-29 BEACH 9 STREET,BEACH 9 STREET,DORIAN COURT,CORNAGA AVENUE,,,ADDRESS,Far Rockaway,,N/A,Closed,,01/13/2014 12:00:00 AM,Unspecified QUEENS,QUEENS,1054866,158995,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60279950532572,-73.7456971944233,"(40.60279950532572, -73.7456971944233)"
26984178,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,540 WEST 144 STREET,WEST 144 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,09 MANHATTAN,MANHATTAN,998282,239872,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82505762822772,-73.9492991553015,"(40.82505762822772, -73.9492991553015)"
26984185,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11222,1019 MANHATTAN AVENUE,MANHATTAN AVENUE,GREEN STREET,FREEMAN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/30/2013 12:00:00 AM,01 BROOKLYN,BROOKLYN,996757,206639,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73384413882008,-73.95487119282376,"(40.73384413882008, -73.95487119282376)"
26984208,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1585 EAST 172 STREET,EAST 172 STREET,MANOR AVENUE,STRATFORD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,09 BRONX,BRONX,1018368,242261,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83155999694614,-73.8767117341646,"(40.83155999694614, -73.8767117341646)"
26984221,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,754 EAST 161 STREET,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/29/2013 12:00:00 AM,01 BRONX,BRONX,1010659,238507,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82128275811824,-73.90458360580294,"(40.82128275811824, -73.90458360580294)"
26984242,12/25/2013 12:00:00 AM,01/02/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,1730 HARMAN STREET,HARMAN STREET,CYPRESS AVENUE,SENECA AVENUE,,,ADDRESS,Ridgewood,,N/A,Closed,,01/02/2014 12:00:00 AM,05 QUEENS,QUEENS,1008205,196195,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.705154290019024,-73.91360074825934,"(40.705154290019024, -73.91360074825934)"
26984247,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,60 WEST 190 STREET,WEST 190 STREET,AQUEDUCT AVENUE,DR M L KING JR BOULEVARD,,,ADDRESS,BRONX,,N/A,Closed,,12/29/2013 12:00:00 AM,07 BRONX,BRONX,1011162,254421,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86496048537043,-73.90270239051708,"(40.86496048537043, -73.90270239051708)"
26984253,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,1591 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST MT EDEN AVENUE,CROSS BRONX EP NB EN JEROME AV,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,04 BRONX,BRONX,1008132,246868,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.844238479321234,-73.91368394870703,"(40.844238479321234, -73.91368394870703)"
26984273,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3138 BAILEY AVENUE,BAILEY AVENUE,SUMMIT PLACE,WEST 233 STREET,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,08 BRONX,BRONX,1011402,259441,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87873810310531,-73.90181435244456,"(40.87873810310531, -73.90181435244456)"
26984276,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11219,1217 47 STREET,47 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/29/2013 12:00:00 AM,12 BROOKLYN,BROOKLYN,986313,171400,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.637129755236174,-73.99256689916702,"(40.637129755236174, -73.99256689916702)"
26984278,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,9 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1004728,253245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.861749992284324,-73.92596744617518,"(40.861749992284324, -73.92596744617518)"
26984279,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10013,9 PELL STREET,PELL STREET,BOWERY,DOYERS STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/29/2013 12:00:00 AM,03 MANHATTAN,MANHATTAN,984915,199669,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71472199673606,-73.99760117968857,"(40.71472199673606, -73.99760117968857)"
26984290,12/25/2013 12:00:00 AM,01/06/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11369,24-19 GILLMORE STREET,GILLMORE STREET,24 AVENUE,25 AVENUE,,,ADDRESS,East Elmhurst,,N/A,Closed,,01/06/2014 12:00:00 AM,03 QUEENS,QUEENS,1020481,218493,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.766314976831595,-73.86920448456736,"(40.766314976831595, -73.86920448456736)"
26984298,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,2257 WESTCHESTER AVENUE,WESTCHESTER AVENUE,GLEBE AVENUE,WATERBURY AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/28/2013 12:00:00 AM,10 BRONX,BRONX,1025826,243308,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8344017469472,-73.8497551820557,"(40.8344017469472, -73.8497551820557)"
26984301,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,60-22 MENAHAN STREET,MENAHAN STREET,60 PLACE,61 STREET,,,ADDRESS,Ridgewood,,N/A,Closed,,12/27/2013 12:00:00 AM,05 QUEENS,QUEENS,1011458,198208,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.710670090951034,-73.90185992592924,"(40.710670090951034, -73.90185992592924)"
26984305,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,105 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 27 STREET,EAST 28 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/30/2013 12:00:00 AM,06 MANHATTAN,MANHATTAN,989040,209709,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74227807403398,-73.98271413269765,"(40.74227807403398, -73.98271413269765)"
26984477,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,FOSTER AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/30/2013 12:00:00 AM,17 BROOKLYN,BROOKLYN,998403,171929,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6385706801265,-73.94900486982377,"(40.6385706801265, -73.94900486982377)"
26984520,12/25/2013 12:00:00 AM,03/06/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10469,1126A EAST 222 STREET,EAST 222 STREET,LACONIA AVENUE,EASTCHESTER ROAD,,,ADDRESS,BRONX,,N/A,Closed,,03/06/2014 12:00:00 AM,Unspecified BRONX,BRONX,1025825,260572,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88178618541165,-73.84965171639503,"(40.88178618541165, -73.84965171639503)"
26984565,12/25/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10033,512 WEST 180 STREET,WEST 180 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,12/25/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1003048,248123,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84769537081459,-73.93205538249164,"(40.84769537081459, -73.93205538249164)"
26984586,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,940 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 157 STREET,WEST 158 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/29/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1000621,242579,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83248354202256,-73.9408412068872,"(40.83248354202256, -73.9408412068872)"
26985688,12/25/2013 12:00:00 AM,02/17/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,SHOWER-STALL,RESIDENTIAL BUILDING,10028,334 EAST 81 STREET,EAST 81 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,02/17/2014 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,997222,221362,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77425435896454,-73.95316493722522,"(40.77425435896454, -73.95316493722522)"
26985690,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,SEWER,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/29/2013 12:00:00 AM,10 BROOKLYN,BROOKLYN,984562,167773,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62717464283021,-73.998876014767,"(40.62717464283021, -73.998876014767)"
26985692,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/29/2013 12:00:00 AM,10 BROOKLYN,BROOKLYN,984562,167773,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62717464283021,-73.998876014767,"(40.62717464283021, -73.998876014767)"
26985695,12/25/2013 12:00:00 AM,12/31/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10035,453 EAST 117 STREET,EAST 117 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/31/2013 12:00:00 AM,11 MANHATTAN,MANHATTAN,1002598,229359,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79619446055223,-73.93373319556389,"(40.79619446055223, -73.93373319556389)"
26985701,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10035,2314 1 AVENUE,1 AVENUE,EAST 118 STREET,EAST 119 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,11 MANHATTAN,MANHATTAN,1002493,229928,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79775642788508,-73.93411087433968,"(40.79775642788508, -73.93411087433968)"
26985744,12/25/2013 12:00:00 AM,02/12/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11433,109-25 MERRICK BOULEVARD,MERRICK BOULEVARD,109 AVENUE,109 ROAD,,,ADDRESS,Jamaica,,N/A,Closed,,02/12/2014 12:00:00 AM,Unspecified QUEENS,QUEENS,1044217,193207,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69678218046968,-73.78374211055845,"(40.69678218046968, -73.78374211055845)"
26985747,12/25/2013 12:00:00 AM,01/05/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10467,3830 BRONX BOULEVARD,BRONX BOULEVARD,BEND,EAST 222 STREET,,,ADDRESS,BRONX,,N/A,Closed,,01/05/2014 12:00:00 AM,12 BRONX,BRONX,1021287,261965,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88562974190851,-73.86605482246202,"(40.88562974190851, -73.86605482246202)"
26985748,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10451,287 EAST 162 STREET,EAST 162 STREET,MORRIS AVENUE,TELLER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/28/2013 12:00:00 AM,04 BRONX,BRONX,1007188,240318,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.826263132561635,-73.91711821879733,"(40.826263132561635, -73.91711821879733)"
26985757,12/25/2013 12:00:00 AM,01/04/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,69-07 65 STREET,65 STREET,CATALPA AVENUE,SHALER AVENUE,,,ADDRESS,Ridgewood,,N/A,Closed,,01/04/2014 12:00:00 AM,05 QUEENS,QUEENS,1014176,196050,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70473811999142,-73.89206561882374,"(40.70473811999142, -73.89206561882374)"
26985779,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11221,609 GREENE AVENUE,GREENE AVENUE,TOMPKINS AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/27/2013 12:00:00 AM,03 BROOKLYN,BROOKLYN,999690,190374,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6891959577698,-73.94432539970674,"(40.6891959577698, -73.94432539970674)"
26985780,12/25/2013 12:00:00 AM,01/06/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11421,84-23 85 ROAD,85 ROAD,FOREST PARKWAY,85 STREET,,,ADDRESS,Woodhaven,,N/A,Closed,,01/06/2014 12:00:00 AM,09 QUEENS,QUEENS,1022790,192562,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69513106159128,-73.86101743146398,"(40.69513106159128, -73.86101743146398)"
26985787,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10019,438 WEST 52 STREET,WEST 52 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,04 MANHATTAN,MANHATTAN,987232,218072,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76523318058915,-73.98923502669295,"(40.76523318058915, -73.98923502669295)"
26985788,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,425 3 AVENUE,3 AVENUE,EAST 29 STREET,EAST 30 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/30/2013 12:00:00 AM,06 MANHATTAN,MANHATTAN,989762,209967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74298579912999,-73.98010841066993,"(40.74298579912999, -73.98010841066993)"
26985792,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,LENOX ROAD,WILLMOHR STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/27/2013 12:00:00 AM,17 BROOKLYN,BROOKLYN,1007347,179047,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65808923225457,-73.91675409788681,"(40.65808923225457, -73.91675409788681)"
26985806,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 12:00:00 AM,09 BRONX,BRONX,1018209,239723,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.824594531459304,-73.8772991398564,"(40.824594531459304, -73.8772991398564)"
26985808,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,924 EAST 181 STREET,EAST 181 STREET,DALY AVENUE,VYSE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/29/2013 12:00:00 AM,06 BRONX,BRONX,1017234,247239,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84522745656439,-73.88078505228012,"(40.84522745656439, -73.88078505228012)"
26985811,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10003,61 1 AVENUE,1 AVENUE,EAST 3 STREET,EAST 4 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/26/2013 12:00:00 AM,03 MANHATTAN,MANHATTAN,987807,203429,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.725041601019825,-73.98716702984578,"(40.725041601019825, -73.98716702984578)"
26985824,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,1854 CEDAR AVENUE,CEDAR AVENUE,WEST TREMONT AVENUE,MAJOR DEEGAN EXPWY ET 8 NB,,,ADDRESS,BRONX,,N/A,Closed,,12/30/2013 12:00:00 AM,05 BRONX,BRONX,1006647,250395,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.853922939576876,-73.9190393581799,"(40.853922939576876, -73.9190393581799)"
26985827,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,1438 ZEREGA AVENUE,ZEREGA AVENUE,TRATMAN AVENUE,LYON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/28/2013 12:00:00 AM,10 BRONX,BRONX,1026357,244468,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83758309085554,-73.84782900832852,"(40.83758309085554, -73.84782900832852)"
26985833,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2856 BRONX PARK EAST,BRONX PARK EAST,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 12:00:00 AM,11 BRONX,BRONX,1020078,255306,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86735785461471,-73.87046280541475,"(40.86735785461471, -73.87046280541475)"
26985837,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002,108 MADISON STREET,MADISON STREET,CATHERINE STREET,MARKET STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/28/2013 12:00:00 AM,03 MANHATTAN,MANHATTAN,985580,198759,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.712224188790785,-73.99520253915956,"(40.712224188790785, -73.99520253915956)"
26985857,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,712 WEST 176 STREET,WEST 176 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/30/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1001154,247880,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84703223662135,-73.93890177984383,"(40.84703223662135, -73.93890177984383)"
