Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26984803,12/25/2013 02:38:03 PM,12/26/2013 10:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10463,3980 GOUVERNEUR AVENUE,GOUVERNEUR AVENUE,SEDGWICK AVENUE,VAN CORTLANDT PARK SOUTH,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 10:15:00 AM,08 BRONX,BRONX,1014186,261234,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88365032247225,-73.89173899325203,"(40.88365032247225, -73.89173899325203)"
26983465,12/25/2013 02:38:00 PM,,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10454,281 BROOK AVENUE,BROOK AVENUE,EAST 139 STREET,EAST 140 STREET,,,ADDRESS,BRONX,,N/A,Open,,,01 BRONX,BRONX,1006782,233896,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80863759845932,-73.91860677721063,"(40.80863759845932, -73.91860677721063)"
26984917,12/25/2013 02:37:26 PM,12/30/2013 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11232,208 42 STREET,42 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/30/2013 12:00:00 AM,07 BROOKLYN,BROOKLYN,980970,177289,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65329342313567,-74.01182088109466,"(40.65329342313567, -74.01182088109466)"
26984758,12/25/2013 02:36:48 PM,12/25/2013 03:14:16 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10001, 7 AVENUE,7 AVENUE,WEST 27 STREET,WEST 28 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,12/25/2013 10:36:48 PM,12/25/2013 03:14:16 PM,05 MANHATTAN,MANHATTAN,986027,211402,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7469260540963,-73.99358682064906,"(40.7469260540963, -73.99358682064906)"
26984502,12/25/2013 02:36:00 PM,12/26/2013 12:00:00 PM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,10458,,,BAINBRIDGE AVENUE,EAST 193 STREET,BAINBRIDGE AVENUE,EAST 193 STREET,INTERSECTION,BRONX,,N/A,Closed,,12/26/2013 12:00:00 PM,07 BRONX,BRONX,1014001,254089,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.864040135005396,-73.892439757325,"(40.864040135005396, -73.892439757325)"
26986296,12/25/2013 02:36:00 PM,12/25/2013 05:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,BRADDOCK AVE,CROSS ISL PKWY S/R,BRADDOCK AVE,CROSS ISL PKWY S/R,INTERSECTION,,,N/A,Closed,,12/25/2013 05:35:00 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26996088,12/25/2013 02:35:01 PM,12/26/2013 01:33:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11422,,,,,147 AVENUE,235 STREET,INTERSECTION,Rosedale,,N/A,Closed,,12/26/2013 01:33:00 PM,13 QUEENS,QUEENS,1054674,178901,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65743856979815,-73.74618090871417,"(40.65743856979815, -73.74618090871417)"
26983498,12/25/2013 02:34:50 PM,12/25/2013 05:31:47 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11422,259-24 148 AVENUE,148 AVENUE,259 STREET,FRANCIS LEWIS BOULEVARD,,,ADDRESS,ROSEDALE,,Precinct,Closed,12/25/2013 10:34:50 PM,12/25/2013 05:31:47 PM,13 QUEENS,QUEENS,1059557,178017,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65497201333468,-73.72859179490622,"(40.65497201333468, -73.72859179490622)"
26987177,12/25/2013 02:34:25 PM,12/26/2013 12:30:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11364,68-19 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,67 AVENUE,69 AVENUE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,12/26/2013 12:30:00 PM,11 QUEENS,QUEENS,1052380,210386,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74387512957369,-73.75413029043752,"(40.74387512957369, -73.75413029043752)"
26990910,12/25/2013 02:33:51 PM,12/26/2013 10:42:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11362,249-55 60 AVENUE,60 AVENUE,MARATHON PARKWAY,251 STREET,,,ADDRESS,Little Neck,,N/A,Closed,,12/26/2013 10:42:00 AM,11 QUEENS,QUEENS,1059157,215852,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75882303927423,-73.72961249779402,"(40.75882303927423, -73.72961249779402)"
26992099,12/25/2013 02:33:24 PM,12/26/2013 09:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11207,246 JAMAICA AVENUE,JAMAICA AVENUE,VAN SICLEN AVENUE,VAN SICLEN COURT,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/26/2013 09:25:00 AM,05 BROOKLYN,BROOKLYN,1014175,187279,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6806637740015,-73.89210818904483,"(40.6806637740015, -73.89210818904483)"
26991103,12/25/2013 02:33:22 PM,12/26/2013 10:10:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11362,56-03 DOUGLASTON PARKWAY,DOUGLASTON PARKWAY,HOR HARDING EXPRESSWAY EXIT EB,61 AVENUE,,,ADDRESS,Little Neck,,N/A,Closed,,12/26/2013 10:10:00 AM,11 QUEENS,QUEENS,1056521,214919,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.756284143683544,-73.73913748773445,"(40.756284143683544, -73.73913748773445)"
26989725,12/25/2013 02:32:50 PM,12/26/2013 09:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11364,61-04 228 STREET,228 STREET,LONG ISLAND EXPRESSWAY,64 AVENUE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,12/26/2013 09:25:00 AM,11 QUEENS,QUEENS,1053490,212710,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75024527879636,-73.75010058236326,"(40.75024527879636, -73.75010058236326)"
26987394,12/25/2013 02:32:43 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,11225,,,,,NOSTRAND AVENUE,RUTLAND ROAD,INTERSECTION,BROOKLYN,,N/A,Pending,,12/26/2013 08:00:00 AM,09 BROOKLYN,BROOKLYN,997986,179519,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65940423773266,-73.95049191925592,"(40.65940423773266, -73.95049191925592)"
26993791,12/25/2013 02:32:14 PM,12/26/2013 09:11:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11364,61-43 229 STREET,229 STREET,LONG ISLAND EXPRESSWAY,64 AVENUE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,12/26/2013 09:11:00 AM,11 QUEENS,QUEENS,1053744,212787,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.750454630954415,-73.74918306067147,"(40.750454630954415, -73.74918306067147)"
26992461,12/25/2013 02:31:30 PM,12/26/2013 08:55:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11364,61-22 229 STREET,229 STREET,LONG ISLAND EXPRESSWAY,64 AVENUE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,12/26/2013 08:55:00 AM,11 QUEENS,QUEENS,1053737,212789,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.750460175437276,-73.74920830418606,"(40.750460175437276, -73.74920830418606)"
26985328,12/25/2013 02:31:01 PM,01/09/2014 04:59:13 PM,DOT,Department of Transportation,DOT Literature Request,2014 Alternate Side Parking Calendar - English,,,,,,,,,,,,N/A,Closed,01/16/2014 04:56:45 PM,01/09/2014 04:56:45 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26984789,12/25/2013 02:31:01 PM,12/25/2013 03:12:11 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11228,1083 86 STREET,86 STREET,DE RUSSY DRIVE,11 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/25/2013 10:31:01 PM,12/25/2013 03:12:11 PM,10 BROOKLYN,BROOKLYN,979037,164070,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61700915282702,-74.01877706010289,"(40.61700915282702, -74.01877706010289)"
26985130,12/25/2013 02:31:00 PM,12/30/2013 09:07:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11215,352 22 STREET,22 STREET,6 AVENUE,7 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/30/2013 09:07:00 AM,07 BROOKLYN,BROOKLYN,987015,179146,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65839065731841,-73.9900343799961,"(40.65839065731841, -73.9900343799961)"
26990911,12/25/2013 02:30:59 PM,12/26/2013 08:35:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11365,184-14 PECK AVENUE,PECK AVENUE,UTOPIA PARKWAY,50 AVENUE,,,ADDRESS,Fresh Meadows,,N/A,Closed,,12/26/2013 08:35:00 AM,11 QUEENS,QUEENS,1041853,210971,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74555563828246,-73.79211529678913,"(40.74555563828246, -73.79211529678913)"
26984369,12/25/2013 02:30:00 PM,01/02/2014 05:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11220,,,6 AVE,48 ST,6 AVENUE,48 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,12/26/2013 12:45:00 PM,Unspecified BROOKLYN,BROOKLYN,982321,174230,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64489752879089,-74.00695110070507,"(40.64489752879089, -74.00695110070507)"
26990998,12/25/2013 02:29:23 PM,12/26/2013 08:26:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11365,185-01 50 AVENUE,50 AVENUE,185 STREET,PECK AVENUE,,,ADDRESS,Fresh Meadows,,N/A,Closed,,12/26/2013 08:26:00 AM,11 QUEENS,QUEENS,1041997,210777,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74502221922171,-73.79159727973574,"(40.74502221922171, -73.79159727973574)"
26984515,12/25/2013 02:28:40 PM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11433,107-39 159 STREET,159 STREET,107 AVENUE,108 AVENUE,,,ADDRESS,JAMAICA,,N/A,Pending,01/31/2014 02:28:40 PM,12/26/2013 10:38:18 AM,12 QUEENS,QUEENS,1041240,192908,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.695981169262595,-73.79448050032866,"(40.695981169262595, -73.79448050032866)"
26994846,12/25/2013 02:28:22 PM,12/26/2013 12:45:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11207, JEROME STREET,JEROME STREET,COZINE AVENUE,FLATLANDS AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,12/26/2013 12:45:00 PM,05 BROOKLYN,BROOKLYN,1017917,178654,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65697665462311,-73.87865984674659,"(40.65697665462311, -73.87865984674659)"
26993746,12/25/2013 02:28:11 PM,12/26/2013 08:18:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11365,,,,,50 AVENUE,184 STREET,INTERSECTION,Fresh Meadows,,N/A,Closed,,12/26/2013 08:18:00 AM,11 QUEENS,QUEENS,1041734,210625,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74460673192341,-73.79254771403528,"(40.74460673192341, -73.79254771403528)"
26984335,12/25/2013 02:28:01 PM,,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11363,41-58 GLENWOOD STREET,GLENWOOD STREET,41 DRIVE,BOROUGH BOUNDARY,,,ADDRESS,Little Neck,,N/A,Open,,,11 QUEENS,QUEENS,1057195,221290,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77376527896735,-73.7366355575592,"(40.77376527896735, -73.7366355575592)"
26994891,12/25/2013 02:27:42 PM,12/26/2013 10:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11229, AVENUE W,AVENUE W,EAST   27 STREET,EAST   28 STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,12/26/2013 10:40:00 AM,15 BROOKLYN,BROOKLYN,999962,156294,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5956532286227,-73.94342397300173,"(40.5956532286227, -73.94342397300173)"
26983652,12/25/2013 02:27:19 PM,12/25/2013 03:51:12 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,150-29 ROOSEVELT AVENUE,ROOSEVELT AVENUE,150 PLACE,MURRAY STREET,,,ADDRESS,FLUSHING,,Precinct,Closed,12/25/2013 10:27:19 PM,12/25/2013 03:51:12 PM,07 QUEENS,QUEENS,1035937,217666,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.763968226368306,-73.8134141424849,"(40.763968226368306, -73.8134141424849)"
26983951,12/25/2013 02:25:43 PM,12/25/2013 04:04:28 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-50 65 STREET,65 STREET,78 AVENUE,80 AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,12/25/2013 10:25:43 PM,12/25/2013 04:04:28 PM,05 QUEENS,QUEENS,1015107,193235,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.697008412257425,-73.88872067379941,"(40.697008412257425, -73.88872067379941)"
26983656,12/25/2013 02:22:43 PM,12/25/2013 07:06:54 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1720 HOBART AVENUE,HOBART AVENUE,ROBERTS AVENUE,BUHRE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,12/25/2013 10:22:43 PM,12/25/2013 07:06:53 PM,10 BRONX,BRONX,1031126,247593,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84613626092356,-73.83057245947316,"(40.84613626092356, -73.83057245947316)"
26987179,12/25/2013 02:22:37 PM,12/26/2013 12:35:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11378,,,,,57 AVENUE,DEAD END,INTERSECTION,Maspeth,,N/A,Closed,,12/26/2013 12:35:00 PM,02 QUEENS,QUEENS,1005207,204144,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72697999185321,-73.9243889764676,"(40.72697999185321, -73.9243889764676)"
26990912,12/25/2013 02:21:29 PM,12/26/2013 11:38:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11378,,,,,48 STREET,56 ROAD,INTERSECTION,Maspeth,,N/A,Closed,,12/26/2013 11:38:00 AM,02 QUEENS,QUEENS,1006281,203866,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72621434011152,-73.92051499056612,"(40.72621434011152, -73.92051499056612)"
26992240,12/25/2013 02:20:49 PM,12/26/2013 11:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11378,,,,,56 ROAD,LAUREL HILL BOULEVARD,INTERSECTION,Maspeth,,N/A,Closed,,12/26/2013 11:30:00 AM,02 QUEENS,QUEENS,1004053,205010,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72935960858734,-73.92854995715457,"(40.72935960858734, -73.92854995715457)"
26992262,12/25/2013 02:20:02 PM,12/26/2013 11:05:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11101,,,,,JACKSON AVENUE,WEST STREET,INTERSECTION,Long Island City,,N/A,Closed,,12/26/2013 11:05:00 AM,02 QUEENS,QUEENS,1001455,212066,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.748732008213615,-73.93790559874239,"(40.748732008213615, -73.93790559874239)"
26986342,12/25/2013 02:20:00 PM,12/26/2013 12:00:00 PM,DSNY,BCC - Queens West,Sanitation Condition,12 Dead Animals,Sidewalk,11421,,,77 STREET,ROCKAWAY BOULEVARD,77 STREET,ROCKAWAY BOULEVARD,INTERSECTION,Woodhaven,,DSNY Garage,Closed,,12/26/2013 12:00:00 PM,09 QUEENS,QUEENS,1022162,189021,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.685414556460216,-73.86330204235324,"(40.685414556460216, -73.86330204235324)"
26986463,12/25/2013 02:19:55 PM,12/25/2013 04:50:38 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,,,,,WEST  176 STREET,GRAND AVENUE,INTERSECTION,BRONX,,Precinct,Closed,12/25/2013 10:19:55 PM,12/25/2013 04:50:38 PM,05 BRONX,BRONX,1008052,248460,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.848608264891965,-73.9139674391629,"(40.848608264891965, -73.9139674391629)"
26983936,12/25/2013 02:18:35 PM,12/25/2013 11:11:49 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10466,2153 NEREID AVENUE,NEREID AVENUE,SETON AVENUE,MUNDY LANE,,,ADDRESS,BRONX,,Precinct,Closed,12/25/2013 10:18:35 PM,12/25/2013 11:11:49 PM,12 BRONX,BRONX,1028295,267373,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.90044076748922,-73.84067470473171,"(40.90044076748922, -73.84067470473171)"
26985208,12/25/2013 02:16:00 PM,12/25/2013 02:16:00 PM,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,11105,23-36 23 STREET,23 STREET,23 ROAD,23 DRIVE,,,ADDRESS,Astoria,,DSNY Garage,Pending,,12/25/2013 02:16:00 PM,01 QUEENS,QUEENS,1006704,222451,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77722437600054,-73.91892680355717,"(40.77722437600054, -73.91892680355717)"
26984936,12/25/2013 02:14:01 PM,01/10/2014 01:07:04 AM,DCA,Department of Consumer Affairs,Consumer Complaint,False Advertising,,11201,395 JAY STREET,JAY STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,01/22/2014 04:11:35 PM,01/10/2014 01:07:04 AM,02 BROOKLYN,BROOKLYN,987768,191318,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69179978869465,-73.9873140621645,"(40.69179978869465, -73.9873140621645)"
26985719,12/25/2013 02:13:28 PM,01/10/2014 01:07:03 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Goods,,11230,1100 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,GLENWOOD ROAD,AVENUE H,,,ADDRESS,BROOKLYN,,N/A,Closed,01/22/2014 05:01:54 PM,01/10/2014 01:07:03 AM,14 BROOKLYN,BROOKLYN,993576,169103,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63082030881733,-73.96640109245085,"(40.63082030881733, -73.96640109245085)"
26985533,12/25/2013 02:13:00 PM,12/25/2013 02:25:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11691,,,,,BEACH 20 STREET,NEW HAVEN AVENUE,INTERSECTION,Far Rockaway,,N/A,Closed,,12/25/2013 02:25:00 PM,14 QUEENS,QUEENS,1052631,158228,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.600711781932475,-73.75375361273484,"(40.600711781932475, -73.75375361273484)"
26984071,12/25/2013 02:12:00 PM,12/26/2013 12:00:00 PM,DSNY,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10302,41 SIMONSON PLACE,SIMONSON PLACE,CASTLETON AVENUE,ANDERSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/26/2013 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,947983,170143,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.633605554072346,-74.13066511461355,"(40.633605554072346, -74.13066511461355)"
26983980,12/25/2013 02:12:00 PM,12/26/2013 04:22:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10010,,,,,EAST 20 STREET,PARK AVENUE SOUTH,INTERSECTION,NEW YORK,,N/A,Closed,,12/26/2013 04:22:00 AM,05 MANHATTAN,MANHATTAN,987647,208264,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73831255299433,-73.9877418379482,"(40.73831255299433, -73.9877418379482)"
26984124,12/25/2013 02:10:10 PM,01/09/2014 04:59:15 PM,DOT,Department of Transportation,DOT Literature Request,2014 Alternate Side Parking Calendar - English,,,,,,,,,,,,N/A,Closed,01/16/2014 04:56:46 PM,01/09/2014 04:56:46 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26983474,12/25/2013 02:07:00 PM,12/31/2013 10:15:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,321 WEST 42 STREET,WEST 42 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/31/2013 10:15:00 AM,04 MANHATTAN,MANHATTAN,986849,215287,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75758919190935,-73.9906187274023,"(40.75758919190935, -73.9906187274023)"
26985326,12/25/2013 02:05:00 PM,12/25/2013 04:00:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,,,,5 AVE,88 ST E,5 AVE,88 ST E,INTERSECTION,,,N/A,Closed,,12/25/2013 04:00:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26983580,12/25/2013 02:05:00 PM,12/25/2013 02:05:00 PM,DSNY,Brooklyn South 10,Derelict Vehicles,14 Derelict Vehicles,Street,11209,,,78 STREET,COLONIAL ROAD,78 STREET,COLONIAL ROAD,INTERSECTION,BROOKLYN,,N/A,Pending,,12/25/2013 02:05:00 PM,10 BROOKLYN,BROOKLYN,974801,169010,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6305649131368,-74.03404191107684,"(40.6305649131368, -74.03404191107684)"
